requirement_id,title,status,category,constraint_class,historical_task_ids,post_wave_issue_ids,mapping_disposition,source_ref_id,mapped
REQ-683,Operational retry and scientific child experiment are distinct,COMPLETE_W18,experimentation,A,TASK-136,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00917,true
REQ-684,Research scheduler enforces bounded resource admission,COMPLETE_W18,operations,A,TASK-136,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00918,true
REQ-685,Worktree/shared-contract locks are explicit,COMPLETE_W18,operations,A,TASK-136,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00919,true
REQ-686,Result comparison requires semantic compatibility,COMPLETE_W18,validation,A,TASK-138,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00920,true
REQ-687,Multi-metric comparison preserves Pareto/non-scalar evidence,COMPLETE_W18,validation,B,TASK-138,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00921,true
REQ-688,Experiment artifact classes and repository boundary are explicit,COMPLETE_W18,reproducibility,A,TASK-138,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00922,true
REQ-689,Research result packets exclude protected feedback,COMPLETE_W18,governance,A,TASK-137,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00923,true
REQ-690,Replay tolerance is precommitted,COMPLETE_W18,reproducibility,A,TASK-138,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00924,true
REQ-691,Experiment metadata store has integrity/backup contract,COMPLETE_W18,reproducibility,B,TASK-138,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00925,true
REQ-692,Dependency-free local tracking fallback exists,COMPLETE_W18,experimentation,B,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00926,true
REQ-693,MLflow registry/run state is non-authoritative,COMPLETE_W18,governance,A,TASK-135,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00927,true
REQ-694,Optuna studies export canonical Aggie evidence,COMPLETE_W18,experimentation,A,TASK-135,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00928,true
REQ-695,Nested search multiplicity is retained,COMPLETE_W18,validation,A,TASK-138,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00929,true
REQ-696,Research proposal deduplication checks negative history,COMPLETE_W18,experimentation,B,TASK-136,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00930,true
REQ-697,Scientific rejection is separated from operational failure,COMPLETE_W18,experimentation,A,TASK-138,POST-SUBTASK-024,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00931,true
REQ-698,Worktree cleanup cannot delete required evidence lineage,COMPLETE_W18,reproducibility,A,TASK-136,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00932,true
REQ-699,W18 full gate requires executable subsystem tests,COMPLETE_W18,testing,A,TASK-139,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00933,true
REQ-700,W18 full rebuild supersedes all earlier W18 draft pairs,COMPLETE_W18,program,A,TASK-139,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00934,true
REQ-701,Raw snapshot identity is content-addressed,COMPLETE_W19,data,A,TASK-041,POST-SUBTASK-042,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00935,true
REQ-702,Entity resolution fails closed on unknown or ambiguous aliases,COMPLETE_W19,identity,A,TASK-042,POST-SUBTASK-042,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00936,true
REQ-703,Feature factory consumes PIT state only,COMPLETE_W19,features,A,TASK-044,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00937,true
REQ-704,Derived starter artifacts retain deterministic lineage,COMPLETE_W19,provenance,A,TASK-043,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00938,true
REQ-705,W19 foundation gate requires executable end-to-end starter tests,COMPLETE_W19,testing,A,TASK-046,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00939,true
REQ-706,Model predictions consume immutable PIT-safe feature lineage,COMPLETE_W20,modeling,A,TASK-140,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00940,true
REQ-707,Published starter forecast summaries derive from one coherent joint score distribution,COMPLETE_W20,modeling,A,TASK-142,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00941,true
REQ-708,Boosting remains an optional injected backend,COMPLETE_W20,modeling,B,TASK-141,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00942,true
REQ-709,Calibration parameters remain development-only until protected evaluation,COMPLETE_W20,validation,A,TASK-143,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00943,true
REQ-710,Model registry cannot self-promote W20 artifacts,COMPLETE_W20,mlops,A,TASK-144,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00944,true
REQ-711,A&M specialization retains explicit national no-adjustment reference,COMPLETE_W20,tamu,A,TASK-112,POST-SUBTASK-087,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00945,true
REQ-712,BAS starter forecasts preserve protected anchor lineage and severity nesting,COMPLETE_W20,bas,A,TASK-113,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00946,true
REQ-713,W20 integration gate requires executable model calibration A&M and BAS tests,COMPLETE_W20,testing,A,TASK-145,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00947,true
REQ-714,W21 weekly workflow is resumable and idempotent,COMPLETE_W21,MLOps,A,TASK-151,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00948,true
REQ-715,QA quarantine blocks downstream mutation,COMPLETE_W21,data_quality,A,TASK-147,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00949,true
REQ-716,Orchestration backend remains replaceable and local-first,COMPLETE_W21,architecture,B,TASK-146,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00950,true
REQ-717,Promotion consumes protected external decision evidence only,COMPLETE_W21,MLOps,A,TASK-149,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00951,true
REQ-718,Champion history and rollback are immutable and auditable,COMPLETE_W21,MLOps,A,TASK-149,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00952,true
REQ-719,Forecast publication is immutable and lineage bound,COMPLETE_W21,operations,A,TASK-149,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00953,true
REQ-720,Postmortems append evidence and only propose research,COMPLETE_W21,research_governance,A,TASK-150,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00954,true
REQ-721,W21 integration gate requires full weekly workflow replay evidence,COMPLETE_W21,testing,A,TASK-151,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00955,true
REQ-722,Serving is immutable-snapshot-only,COMPLETE_W22,serving,A,TASK-152,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00956,true
REQ-723,Forecast API is versioned and market-lane explicit,COMPLETE_W22,product,A,TASK-152,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00957,true
REQ-724,Freshness is explicit without fabricated SLA,COMPLETE_W22,product,A,TASK-155,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00958,true
REQ-725,Forecast product exposes uncertainty BAS availability matchup and analog context,COMPLETE_W22,product,A,TASK-155,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00959,true
REQ-726,Serving explanations are precomputed and non-causal,COMPLETE_W22,explainability,A,TASK-155,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00960,true
REQ-727,User-facing lineage spans model feature data and sources,COMPLETE_W22,provenance,A,TASK-156,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00961,true
REQ-728,FastAPI is optional adapter over dependency-free serving core,COMPLETE_W22,architecture,B,TASK-153,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00962,true
REQ-729,W22 product gate requires executable snapshot-boundary tests,COMPLETE_W22,testing,A,TASK-157,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00963,true
REQ-730,W23 CI covers core and optional product surfaces,COMPLETE_W23,operations,A,TASK-158,POST-SUBTASK-123,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00964,true
REQ-731,Operational telemetry is structured and secret-safe,COMPLETE_W23,observability,A,TASK-160,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00965,true
REQ-732,Runtime environment evidence is captured,COMPLETE_W23,reproducibility,A,TASK-160,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00966,true
REQ-733,Target-hardware budgets require an actual target match,BLOCKED_TARGET_HARDWARE_W23,performance,A,TASK-161,POST-SUBTASK-009,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00967,true
REQ-734,Backup restore is content-verified and path-safe,COMPLETE_W23,operations,A,TASK-162,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00968,true
REQ-735,Immutable histories are excluded from automatic retention deletion,COMPLETE_W23,operations,A,TASK-162,POST-SUBTASK-132,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00969,true
REQ-736,W23 production gate fails honest when target benchmark is absent,COMPLETE_W23,governance,A,TASK-163,POST-SUBTASK-009,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00970,true
REQ-737,User-directed W24 sequencing override does not clear W23 evidence blocker,COMPLETE_W24,governance,A,TASK-177,POST-SUBTASK-009,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00971,true
REQ-738,W24 synthetic E2E spans implemented starter boundaries,COMPLETE_W24,testing,A,TASK-173,POST-SUBTASK-096,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00972,true
REQ-739,Replay readiness cannot be reported as empirical historical replay,COMPLETE_W24,validation,A,TASK-173,POST-SUBTASK-105,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00973,true
REQ-740,Target game output is explicitly banned from its own pregame state,COMPLETE_W24,temporal,A,TASK-174,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00974,true
REQ-741,W24 source refresh records current deltas against W06,COMPLETE_W24,data research,A,TASK-175,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00975,true
REQ-742,Shared-upstream SportsDataverse layers are not independent corroboration,COMPLETE_W24,data governance,A,TASK-175,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00976,true
REQ-743,Weather access lane and ensemble historical depth are explicit,COMPLETE_W24,data governance,A,TASK-175,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00977,true
REQ-744,W24 final architecture challenge classifies major decisions,COMPLETE_W24,architecture,A,TASK-176,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00978,true
REQ-745,W25 carries unresolved AC-038 target-hardware evidence if still absent,ACTIVE_CARRIED_W25,governance,A,TASK-178,POST-SUBTASK-009,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00979,true
